KGP_sample_id	karyotype	superpopulation	population	unrelated
HG02278	XX	AMR	PEL	true
HG02279	XY	AMR	PEL	false
HG02280	XX	AFR	ACB	false
HG02281	XY	AFR	ACB	true
HG02282	XX	AFR	ACB	true
HG02283	XY	AFR	ACB	true
HG02284	XY	AFR	ACB	true
HG02285	XY	AMR	PEL	true
HG02286	XX	AMR	PEL	true
HG02287	XX	AMR	PEL	false
HG02291	XY	AMR	PEL	true
HG02292	XX	AMR	PEL	true
HG02293	XX	AMR	PEL	false
HG02298	XX	AMR	PEL	true
HG02299	XY	AMR	PEL	true
HG02300	XY	AMR	PEL	false
HG02301	XX	AMR	PEL	true
HG02302	XY	AMR	PEL	false
HG02303	XX	AMR	PEL	false
HG02304	XY	AMR	PEL	true
HG02307	XY	AFR	ACB	true
HG02308	XX	AFR	ACB	true
HG02309	XX	AFR	ACB	true
HG02312	XX	AMR	PEL	true
HG02314	XY	AFR	ACB	true
HG02315	XX	AFR	ACB	true
HG02316	XY	AFR	ACB	false
HG02317	XY	AFR	ACB	true
HG02318	XX	AFR	ACB	true
HG02321	XX	AFR	ACB	false
HG02322	XX	AFR	ACB	true
HG02323	XY	AFR	ACB	true
HG02325	XX	AFR	ACB	true
HG02330	XY	AFR	ACB	true
HG02332	XY	AFR	ACB	true
HG02334	XY	AFR	ACB	true
HG02337	XX	AFR	ACB	true
HG02339	XX	AFR	ACB	true
HG02343	XY	AFR	ACB	true
HG02345	XX	AMR	PEL	true
HG02348	XX	AMR	PEL	true
HG02351	XY	EAS	CDX	true
HG02353	XY	EAS	CDX	true
HG02355	XY	EAS	CDX	true
HG02356	XY	EAS	CDX	true
HG02360	XY	EAS	CDX	true
HG02364	XY	EAS	CDX	true
HG02367	XY	EAS	CDX	true
HG02371	XY	EAS	CDX	true
HG02373	XY	EAS	CDX	true
HG02374	XY	EAS	CDX	true
HG02375	XY	EAS	CDX	true
HG02379	XY	EAS	CDX	true
HG02380	XY	EAS	CDX	true
HG02382	XY	EAS	CDX	true
HG02383	XY	EAS	CDX	true
HG02384	XY	EAS	CDX	true
HG02385	XY	EAS	CDX	true
HG02386	XY	EAS	CDX	true
HG02389	XY	EAS	CDX	true
HG02390	XY	EAS	CDX	true
HG02391	XY	EAS	CDX	true
HG02392	XY	EAS	CDX	true
HG02394	XY	EAS	CDX	true
HG02395	XY	EAS	CDX	true
HG02396	XY	EAS	CDX	true
HG02397	XY	EAS	CDX	true
HG02398	XY	EAS	CDX	true
HG02399	XY	EAS	CDX	true
HG02401	XY	EAS	CDX	true
HG02402	XY	EAS	CDX	true
HG02406	XY	EAS	CDX	true
HG02407	XY	EAS	CDX	true
HG02408	XY	EAS	CDX	true
HG02409	XY	EAS	CDX	true
HG02410	XY	EAS	CDX	true
HG02419	XX	AFR	ACB	true
HG02420	XY	AFR	ACB	true
HG02425	XX	AMR	PEL	true
HG02427	XX	AFR	ACB	true
HG02429	XY	AFR	ACB	true
HG02433	XY	AFR	ACB	true
HG02439	XY	AFR	ACB	true
HG02442	XY	AFR	ACB	true
HG02445	XY	AFR	ACB	true
HG02449	XY	AFR	ACB	true
HG02450	XX	AFR	ACB	true
HG02451	XX	AFR	ACB	false
HG02455	XY	AFR	ACB	true
HG02461	XY	AFR	GWD	true
HG02462	XX	AFR	GWD	true
HG02463	XY	AFR	GWD	false
HG02464	XY	AFR	GWD	true
HG02465	XX	AFR	GWD	true
HG02466	XY	AFR	GWD	false
HG02470	XY	AFR	ACB	true
HG02471	XX	AFR	ACB	true
HG02476	XX	AFR	ACB	true
HG02477	XX	AFR	ACB	true
HG02479	XX	AFR	ACB	true
HG02481	XY	AFR	ACB	true
HG02484	XY	AFR	ACB	true
HG02485	XX	AFR	ACB	true
HG02489	XY	AFR	ACB	true
HG02490	XY	SAS	PJL	true
HG02491	XX	SAS	PJL	true
HG02492	XY	SAS	PJL	false
HG02493	XY	SAS	PJL	true
HG02494	XX	SAS	PJL	true
HG02495	XX	SAS	PJL	false
HG02496	XY	AFR	ACB	true
HG02497	XX	AFR	ACB	true
HG02501	XY	AFR	ACB	true
HG02502	XX	AFR	ACB	true
HG02505	XX	AFR	ACB	true
HG02508	XX	AFR	ACB	true
HG02511	XX	AFR	ACB	true
HG02512	XY	EAS	KHV	true
HG02513	XX	EAS	KHV	true
HG02514	XY	EAS	KHV	false
HG02521	XY	EAS	KHV	true
HG02522	XX	EAS	KHV	true
HG02523	XX	EAS	KHV	false
HG02524	XY	EAS	KHV	false
HG02525	XX	EAS	KHV	false
HG02526	XX	EAS	KHV	false
HG02536	XY	AFR	ACB	true
HG02537	XX	AFR	ACB	true
HG02541	XY	AFR	ACB	true
HG02545	XY	AFR	ACB	true
HG02546	XX	AFR	ACB	true
HG02549	XX	AFR	ACB	true
HG02554	XY	AFR	ACB	true
HG02555	XX	AFR	ACB	true
HG02557	XY	AFR	ACB	true
HG02558	XX	AFR	ACB	true
HG02561	XY	AFR	GWD	true
HG02562	XX	AFR	GWD	true
HG02563	XY	AFR	GWD	false
HG02568	XX	AFR	GWD	true
HG02569	XY	AFR	GWD	false
HG02570	XY	AFR	GWD	true
HG02571	XX	AFR	GWD	true
HG02572	XY	AFR	GWD	false
HG02573	XY	AFR	GWD	true
HG02574	XX	AFR	GWD	true
HG02575	XY	AFR	GWD	false
HG02577	XX	AFR	ACB	true
HG02580	XX	AFR	ACB	true
HG02582	XY	AFR	GWD	true
HG02583	XX	AFR	GWD	true
HG02584	XY	AFR	GWD	false
HG02585	XY	AFR	GWD	true
HG02586	XX	AFR	GWD	true
HG02587	XX	AFR	GWD	false
HG02588	XY	AFR	GWD	true
HG02589	XX	AFR	GWD	true
HG02590	XY	AFR	GWD	false
HG02594	XY	AFR	GWD	true
HG02595	XX	AFR	GWD	true
HG02596	XY	AFR	GWD	false
HG02597	XY	SAS	PJL	true
HG02600	XY	SAS	PJL	true
HG02601	XX	SAS	PJL	true
HG02602	XY	SAS	PJL	false
HG02603	XY	SAS	PJL	true
HG02604	XX	SAS	PJL	true
HG02605	XX	SAS	PJL	false
HG02610	XY	AFR	GWD	true
HG02611	XX	AFR	GWD	true
HG02612	XY	AFR	GWD	false
HG02613	XY	AFR	GWD	true
HG02614	XX	AFR	GWD	true
HG02615	XX	AFR	GWD	false
HG02620	XY	AFR	GWD	true
HG02621	XX	AFR	GWD	true
HG02622	XX	AFR	GWD	false
HG02623	XY	AFR	GWD	true
HG02624	XX	AFR	GWD	true
HG02625	XY	AFR	GWD	false
HG02628	XY	AFR	GWD	true
HG02629	XX	AFR	GWD	true
HG02630	XX	AFR	GWD	false
HG02634	XY	AFR	GWD	true
HG02635	XX	AFR	GWD	true
HG02636	XY	AFR	GWD	false
HG02642	XY	AFR	GWD	true
HG02643	XX	AFR	GWD	true
HG02644	XY	AFR	GWD	false
HG02645	XY	AFR	GWD	true
HG02646	XX	AFR	GWD	true
HG02647	XY	AFR	GWD	false
HG02648	XY	SAS	PJL	true
HG02649	XX	SAS	PJL	true
HG02650	XY	SAS	PJL	false
HG02651	XY	SAS	PJL	true
HG02652	XX	SAS	PJL	true
HG02653	XX	SAS	PJL	false
HG02654	XY	SAS	PJL	true
HG02655	XX	SAS	PJL	true
HG02656	XY	SAS	PJL	false
HG02657	XY	SAS	PJL	true
HG02658	XX	SAS	PJL	true
HG02659	XX	SAS	PJL	false
HG02660	XY	SAS	PJL	true
HG02661	XX	SAS	PJL	true
HG02662	XX	SAS	PJL	false
HG02666	XY	AFR	GWD	true
HG02667	XX	AFR	GWD	true
HG02668	XY	AFR	GWD	false
HG02675	XY	AFR	GWD	true
HG02676	XX	AFR	GWD	true
HG02677	XX	AFR	GWD	false
HG02678	XY	AFR	GWD	true
HG02679	XX	AFR	GWD	true
HG02680	XX	AFR	GWD	false
HG02681	XY	SAS	PJL	true
HG02682	XX	SAS	PJL	true
HG02683	XX	SAS	PJL	false
HG02684	XY	SAS	PJL	true
HG02685	XX	SAS	PJL	true
HG02686	XY	SAS	PJL	false
HG02687	XY	SAS	PJL	true
HG02688	XX	SAS	PJL	true
HG02689	XY	SAS	PJL	false
HG02690	XY	SAS	PJL	true
HG02691	XX	SAS	PJL	true
HG02692	XX	SAS	PJL	false
HG02694	XX	SAS	PJL	true
HG02696	XY	SAS	PJL	true
HG02697	XX	SAS	PJL	true
HG02698	XY	SAS	PJL	false
HG02699	XY	SAS	PJL	true
HG02700	XX	SAS	PJL	true
HG02701	XY	SAS	PJL	false
HG02702	XY	AFR	GWD	true
HG02703	XX	AFR	GWD	true
HG02704	XX	AFR	GWD	false
HG02715	XY	AFR	GWD	true
HG02716	XX	AFR	GWD	true
HG02717	XY	AFR	GWD	false
HG02721	XY	AFR	GWD	true
HG02722	XX	AFR	GWD	true
HG02723	XX	AFR	GWD	false
HG02724	XY	SAS	PJL	true
HG02725	XX	SAS	PJL	true
HG02726	XX	SAS	PJL	false
HG02727	XY	SAS	PJL	true
HG02728	XX	SAS	PJL	true
HG02729	XY	SAS	PJL	false
HG02731	XX	SAS	PJL	true
HG02733	XY	SAS	PJL	true
HG02734	XX	SAS	PJL	true
HG02735	XY	SAS	PJL	false
HG02736	XY	SAS	PJL	true
HG02737	XX	SAS	PJL	true
HG02738	XY	SAS	PJL	false
HG02756	XY	AFR	GWD	true
HG02757	XX	AFR	GWD	true
HG02759	XY	AFR	GWD	true
HG02760	XX	AFR	GWD	true
HG02761	XX	AFR	GWD	false
HG02762	XY	AFR	GWD	false
HG02763	XX	AFR	GWD	true
HG02764	XY	AFR	GWD	false
HG02768	XY	AFR	GWD	true
HG02769	XX	AFR	GWD	true
HG02770	XX	AFR	GWD	false
HG02771	XY	AFR	GWD	true
HG02772	XX	AFR	GWD	true
HG02773	XY	AFR	GWD	false
HG02774	XY	SAS	PJL	true
HG02775	XX	SAS	PJL	true
HG02776	XX	SAS	PJL	false
HG02778	XX	SAS	PJL	true
HG02780	XY	SAS	PJL	true
HG02783	XY	SAS	PJL	true
HG02784	XX	SAS	PJL	true
HG02785	XX	SAS	PJL	false
HG02786	XY	SAS	PJL	true
HG02787	XX	SAS	PJL	true
HG02788	XX	SAS	PJL	false
HG02789	XY	SAS	PJL	true
HG02790	XX	SAS	PJL	true
HG02791	XY	SAS	PJL	false
HG02792	XY	SAS	PJL	true
HG02793	XX	SAS	PJL	true
HG02794	XY	SAS	PJL	false
HG02798	XY	AFR	GWD	true
HG02799	XX	AFR	GWD	true
HG02800	XY	AFR	GWD	false
HG02804	XY	AFR	GWD	true
HG02805	XX	AFR	GWD	true
HG02806	XX	AFR	GWD	false
HG02807	XY	AFR	GWD	true
HG02808	XX	AFR	GWD	true
HG02809	XX	AFR	GWD	false
HG02810	XY	AFR	GWD	true
HG02811	XX	AFR	GWD	true
HG02812	XY	AFR	GWD	false
HG02813	XY	AFR	GWD	true
HG02814	XX	AFR	GWD	true
HG02815	XY	AFR	GWD	false
HG02816	XY	AFR	GWD	true
HG02817	XX	AFR	GWD	true
HG02818	XX	AFR	GWD	false
HG02819	XY	AFR	GWD	true
HG02820	XX	AFR	GWD	true
HG02821	XY	AFR	GWD	false
HG02836	XY	AFR	GWD	true
HG02837	XX	AFR	GWD	true
HG02838	XY	AFR	GWD	false
HG02839	XY	AFR	GWD	true
HG02840	XX	AFR	GWD	true
HG02841	XX	AFR	GWD	false
HG02851	XY	AFR	GWD	true
HG02852	XX	AFR	GWD	true
HG02853	XY	AFR	GWD	false
HG02854	XY	AFR	GWD	true
HG02855	XX	AFR	GWD	true
HG02856	XY	AFR	GWD	false
HG02860	XY	AFR	GWD	true
HG02861	XX	AFR	GWD	true
HG02862	XX	AFR	GWD	false
HG02869	XY	AFR	GWD	false
HG02870	XX	AFR	GWD	true
HG02871	XX	AFR	GWD	false
HG02878	XY	AFR	GWD	true
HG02879	XX	AFR	GWD	true
HG02880	XX	AFR	GWD	false
HG02881	XY	AFR	GWD	true
HG02882	XX	AFR	GWD	true
HG02883	XY	AFR	GWD	false
HG02884	XY	AFR	GWD	true
HG02885	XX	AFR	GWD	true
HG02886	XX	AFR	GWD	false
HG02887	XY	AFR	GWD	true
HG02888	XX	AFR	GWD	true
HG02889	XX	AFR	GWD	false
HG02890	XY	AFR	GWD	true
HG02891	XX	AFR	GWD	true
HG02892	XY	AFR	GWD	false
HG02895	XY	AFR	GWD	true
HG02896	XX	AFR	GWD	true
HG02897	XX	AFR	GWD	false
HG02922	XX	AFR	ESN	true
HG02923	XY	AFR	ESN	true
HG02924	XY	AFR	ESN	false
HG02938	XY	AFR	ESN	true
HG02941	XY	AFR	ESN	true
HG02943	XX	AFR	ESN	true
HG02944	XY	AFR	ESN	true
HG02945	XX	AFR	ESN	false
HG02946	XX	AFR	ESN	true
HG02947	XY	AFR	ESN	true
HG02948	XY	AFR	ESN	false
HG02952	XX	AFR	ESN	true
HG02953	XY	AFR	ESN	true
HG02954	XY	AFR	ESN	false
HG02964	XX	AFR	ESN	false
HG02965	XY	AFR	ESN	false
HG02966	XY	AFR	ESN	false
HG02968	XY	AFR	ESN	true
HG02970	XX	AFR	ESN	true
HG02971	XY	AFR	ESN	true
HG02972	XY	AFR	ESN	false
HG02973	XY	AFR	ESN	true
HG02974	XX	AFR	ESN	true
HG02975	XY	AFR	ESN	false
HG02976	XX	AFR	ESN	true
HG02977	XY	AFR	ESN	true
HG02978	XX	AFR	ESN	false
HG02979	XX	AFR	ESN	true
HG02980	XY	AFR	ESN	false
HG02981	XY	AFR	ESN	true
HG02982	XY	AFR	GWD	true
HG02983	XX	AFR	GWD	true
HG02984	XY	AFR	GWD	false
HG03006	XY	SAS	BEB	true
HG03007	XX	SAS	BEB	true
HG03008	XY	SAS	BEB	false
HG03009	XY	SAS	BEB	true
HG03012	XY	SAS	BEB	true
HG03015	XY	SAS	PJL	true
HG03016	XX	SAS	PJL	true
HG03017	XY	SAS	PJL	false
HG03018	XY	SAS	PJL	true
HG03019	XX	SAS	PJL	true
HG03021	XY	SAS	PJL	true
HG03022	XX	SAS	PJL	true
HG03024	XY	AFR	GWD	true
HG03025	XX	AFR	GWD	true
HG03026	XX	AFR	GWD	false
HG03027	XY	AFR	GWD	true
HG03028	XX	AFR	GWD	true
HG03029	XY	AFR	GWD	false
HG03033	XY	AFR	GWD	false
HG03034	XX	AFR	GWD	false
HG03035	XY	AFR	GWD	false
HG03039	XY	AFR	GWD	true
HG03040	XX	AFR	GWD	true
HG03041	XX	AFR	GWD	false
HG03045	XY	AFR	GWD	true
HG03046	XX	AFR	GWD	true
HG03047	XX	AFR	GWD	false
HG03048	XY	AFR	GWD	true
HG03049	XX	AFR	GWD	true
HG03050	XY	AFR	GWD	false
HG03052	XX	AFR	MSL	true
HG03054	XY	AFR	MSL	true
HG03055	XX	AFR	MSL	true
HG03056	XY	AFR	MSL	false
HG03057	XY	AFR	MSL	true
HG03058	XX	AFR	MSL	true
HG03060	XY	AFR	MSL	true
HG03061	XX	AFR	MSL	true
HG03063	XY	AFR	MSL	true
HG03064	XX	AFR	MSL	true
HG03065	XY	AFR	MSL	false
HG03066	XY	AFR	MSL	true
HG03069	XY	AFR	MSL	true
HG03072	XY	AFR	MSL	true
HG03073	XX	AFR	MSL	true
HG03074	XY	AFR	MSL	true
HG03077	XY	AFR	MSL	true
HG03078	XY	AFR	MSL	true
HG03079	XX	AFR	MSL	true
HG03081	XY	AFR	MSL	true
HG03082	XX	AFR	MSL	true
HG03084	XY	AFR	MSL	true
HG03085	XX	AFR	MSL	true
HG03086	XX	AFR	MSL	true
HG03088	XX	AFR	MSL	true
HG03091	XX	AFR	MSL	true
HG03095	XX	AFR	MSL	true
HG03096	XY	AFR	MSL	true
HG03097	XX	AFR	MSL	true
HG03098	XY	AFR	MSL	false
HG03099	XX	AFR	ESN	true
HG03100	XY	AFR	ESN	true
HG03101	XY	AFR	ESN	false
HG03103	XY	AFR	ESN	true
HG03105	XX	AFR	ESN	true
HG03108	XX	AFR	ESN	true
HG03109	XY	AFR	ESN	true
HG03110	XX	AFR	ESN	false
HG03111	XX	AFR	ESN	true
HG03112	XY	AFR	ESN	true
HG03113	XX	AFR	ESN	false
HG03114	XX	AFR	ESN	true
HG03115	XY	AFR	ESN	true
HG03116	XX	AFR	ESN	false
HG03117	XX	AFR	ESN	true
HG03118	XY	AFR	ESN	true
HG03119	XX	AFR	ESN	false
HG03120	XY	AFR	ESN	true
HG03121	XX	AFR	ESN	true
HG03122	XY	AFR	ESN	false
HG03123	XX	AFR	ESN	true
HG03124	XY	AFR	ESN	true
HG03125	XX	AFR	ESN	false
HG03126	XX	AFR	ESN	true
HG03127	XY	AFR	ESN	true
HG03128	XY	AFR	ESN	false
HG03129	XX	AFR	ESN	true
HG03130	XY	AFR	ESN	true
HG03131	XY	AFR	ESN	false
HG03132	XX	AFR	ESN	true
HG03133	XY	AFR	ESN	true
HG03134	XY	AFR	ESN	false
HG03135	XX	AFR	ESN	true
HG03136	XY	AFR	ESN	true
HG03137	XY	AFR	ESN	false
HG03139	XY	AFR	ESN	true
HG03157	XY	AFR	ESN	true
HG03159	XX	AFR	ESN	true
HG03160	XY	AFR	ESN	true
HG03161	XY	AFR	ESN	false
HG03162	XX	AFR	ESN	true
HG03163	XY	AFR	ESN	true
HG03164	XX	AFR	ESN	false
HG03166	XY	AFR	ESN	true
HG03168	XX	AFR	ESN	true
HG03169	XY	AFR	ESN	true
HG03170	XY	AFR	ESN	false
HG03172	XY	AFR	ESN	true
HG03175	XY	AFR	ESN	true
HG03189	XX	AFR	ESN	true
HG03190	XY	AFR	ESN	true
HG03191	XY	AFR	ESN	false
HG03193	XY	AFR	ESN	true
HG03195	XX	AFR	ESN	true
HG03196	XY	AFR	ESN	true
HG03197	XY	AFR	ESN	false
HG03198	XX	AFR	ESN	true
HG03199	XY	AFR	ESN	true
HG03200	XX	AFR	ESN	false
HG03202	XY	AFR	ESN	true
HG03209	XY	AFR	MSL	true
HG03212	XX	AFR	MSL	true
HG03224	XY	AFR	MSL	true
HG03225	XY	AFR	MSL	true
HG03228	XY	SAS	PJL	true
HG03229	XX	SAS	PJL	true
HG03230	XX	SAS	PJL	false
HG03234	XY	SAS	PJL	true
HG03235	XX	SAS	PJL	true
HG03236	XX	SAS	PJL	false
HG03237	XY	SAS	PJL	true
HG03238	XX	SAS	PJL	true
HG03239	XX	SAS	PJL	false
HG03240	XY	AFR	GWD	true
HG03241	XX	AFR	GWD	true
HG03242	XY	AFR	GWD	false
HG03246	XY	AFR	GWD	true
HG03247	XX	AFR	GWD	true
HG03248	XY	AFR	GWD	false
HG03249	XY	AFR	GWD	false
HG03250	XX	AFR	GWD	false
HG03251	XX	AFR	GWD	false
HG03258	XY	AFR	GWD	true
HG03259	XX	AFR	GWD	true
HG03260	XY	AFR	GWD	false
HG03265	XY	AFR	ESN	true
HG03267	XX	AFR	ESN	true
HG03268	XY	AFR	ESN	true
HG03269	XY	AFR	ESN	false
HG03270	XX	AFR	ESN	true
HG03271	XY	AFR	ESN	true
HG03272	XX	AFR	ESN	false
HG03279	XX	AFR	ESN	true
HG03280	XY	AFR	ESN	true
HG03291	XX	AFR	ESN	true
HG03294	XX	AFR	ESN	true
HG03295	XY	AFR	ESN	true
HG03296	XY	AFR	ESN	false
HG03297	XX	AFR	ESN	true
HG03298	XY	AFR	ESN	true
HG03299	XY	AFR	ESN	false
HG03300	XX	AFR	ESN	true
HG03301	XY	AFR	ESN	true
HG03302	XY	AFR	ESN	false
HG03303	XX	AFR	ESN	true
HG03304	XY	AFR	ESN	true
HG03305	XX	AFR	ESN	false
HG03306	XX	AFR	ESN	false
HG03307	XY	AFR	ESN	false
HG03308	XY	AFR	ESN	false
HG03309	XX	AFR	ESN	false
HG03310	XX	AFR	ESN	false
HG03311	XY	AFR	ESN	true
HG03312	XX	AFR	ESN	false
HG03313	XY	AFR	ESN	true
HG03314	XY	AFR	ESN	false
HG03342	XX	AFR	ESN	true
HG03343	XY	AFR	ESN	true
HG03344	XY	AFR	ESN	false
HG03350	XY	AFR	ESN	false
HG03351	XX	AFR	ESN	true
HG03352	XY	AFR	ESN	true
HG03354	XX	AFR	ESN	true
HG03363	XX	AFR	ESN	true
HG03366	XX	AFR	ESN	true
HG03367	XY	AFR	ESN	true
HG03368	XY	AFR	ESN	false
HG03369	XX	AFR	ESN	true
HG03370	XY	AFR	ESN	true
HG03371	XY	AFR	ESN	false
HG03372	XX	AFR	ESN	true
HG03373	XY	AFR	ESN	false
HG03374	XX	AFR	ESN	false
HG03376	XY	AFR	MSL	true
HG03378	XX	AFR	MSL	true
HG03380	XX	AFR	MSL	true
HG03382	XY	AFR	MSL	true
HG03385	XY	AFR	MSL	true
HG03388	XY	AFR	MSL	true
HG03391	XY	AFR	MSL	true
HG03394	XY	AFR	MSL	true
HG03397	XY	AFR	MSL	true
HG03401	XX	AFR	MSL	true
HG03410	XX	AFR	MSL	true
HG03419	XX	AFR	MSL	true
HG03428	XX	AFR	MSL	true
HG03432	XY	AFR	MSL	true
HG03433	XY	AFR	MSL	true
HG03436	XY	AFR	MSL	true
HG03437	XX	AFR	MSL	true
HG03438	XX	AFR	MSL	false
HG03439	XY	AFR	MSL	true
HG03442	XY	AFR	MSL	true
HG03445	XY	AFR	MSL	true
HG03446	XX	AFR	MSL	true
HG03449	XX	AFR	MSL	true
HG03451	XY	AFR	MSL	true
HG03452	XX	AFR	MSL	true
HG03453	XX	AFR	MSL	false
HG03454	XY	AFR	MSL	false
HG03455	XX	AFR	MSL	true
HG03456	XY	AFR	MSL	false
HG03457	XY	AFR	MSL	true
HG03458	XX	AFR	MSL	true
HG03460	XY	AFR	MSL	true
HG03461	XX	AFR	MSL	true
HG03464	XX	AFR	MSL	true
HG03469	XY	AFR	MSL	true
HG03470	XX	AFR	MSL	true
HG03472	XY	AFR	MSL	true
HG03473	XX	AFR	MSL	true
HG03476	XX	AFR	MSL	true
HG03478	XY	AFR	MSL	true
HG03479	XX	AFR	MSL	true
HG03480	XX	AFR	MSL	false
HG03484	XY	AFR	MSL	true
HG03485	XX	AFR	MSL	true
HG03486	XX	AFR	MSL	false
HG03487	XY	SAS	PJL	false
HG03488	XX	SAS	PJL	true
HG03489	XY	SAS	PJL	false
HG03490	XY	SAS	PJL	true
HG03491	XX	SAS	PJL	true
HG03492	XY	SAS	PJL	false
HG03499	XX	AFR	ESN	true
HG03511	XX	AFR	ESN	true
HG03514	XX	AFR	ESN	true
HG03515	XY	AFR	ESN	true
HG03516	XX	AFR	ESN	false
HG03517	XX	AFR	ESN	true
HG03518	XY	AFR	ESN	true
HG03519	XY	AFR	ESN	false
HG03520	XX	AFR	ESN	true
HG03521	XY	AFR	ESN	true
HG03522	XX	AFR	ESN	false
HG03538	XY	AFR	GWD	true
HG03539	XX	AFR	GWD	true
HG03540	XX	AFR	GWD	false
HG03547	XY	AFR	MSL	true
HG03548	XX	AFR	MSL	true
HG03556	XY	AFR	MSL	true
HG03557	XX	AFR	MSL	true
HG03558	XX	AFR	MSL	true
HG03559	XY	AFR	MSL	true
HG03563	XX	AFR	MSL	true
HG03565	XY	AFR	MSL	true
HG03567	XX	AFR	MSL	true
HG03571	XY	AFR	MSL	true
HG03572	XX	AFR	MSL	true
HG03574	XY	AFR	MSL	false
HG03575	XX	AFR	MSL	true
HG03576	XX	AFR	MSL	false
HG03577	XY	AFR	MSL	true
HG03578	XX	AFR	MSL	true
HG03579	XY	AFR	MSL	false
HG03582	XY	AFR	MSL	false
HG03583	XX	AFR	MSL	true
HG03584	XX	AFR	MSL	false
HG03585	XY	SAS	BEB	true
HG03589	XX	SAS	BEB	true
HG03593	XY	SAS	BEB	true
HG03594	XY	SAS	BEB	true
HG03595	XX	SAS	BEB	true
HG03596	XY	SAS	BEB	false
HG03598	XX	SAS	BEB	true
HG03600	XY	SAS	BEB	true
HG03603	XY	SAS	BEB	true
HG03604	XX	SAS	BEB	true
HG03605	XX	SAS	BEB	false
HG03606	XY	SAS	BEB	false
HG03607	XX	SAS	BEB	true
HG03611	XX	SAS	BEB	true
HG03615	XY	SAS	BEB	true
HG03616	XX	SAS	BEB	true
HG03617	XX	SAS	BEB	false
HG03618	XY	SAS	PJL	false
HG03619	XX	SAS	PJL	true
HG03620	XX	SAS	PJL	false
HG03624	XY	SAS	PJL	true
HG03625	XX	SAS	PJL	true
HG03626	XX	SAS	PJL	false
HG03629	XY	SAS	PJL	true
HG03631	XX	SAS	PJL	true
HG03633	XY	SAS	PJL	false
HG03634	XX	SAS	PJL	true
HG03635	XX	SAS	PJL	false
HG03636	XY	SAS	PJL	true
HG03639	XY	SAS	PJL	false
HG03640	XX	SAS	PJL	true
HG03641	XY	SAS	PJL	false
HG03642	XX	SAS	STU	true
HG03643	XX	SAS	STU	true
HG03644	XY	SAS	STU	true
HG03645	XX	SAS	STU	true
HG03646	XY	SAS	STU	true
HG03649	XY	SAS	PJL	true
HG03650	XX	SAS	PJL	false
HG03651	XY	SAS	PJL	false
HG03652	XY	SAS	PJL	true
HG03653	XX	SAS	PJL	true
HG03654	XY	SAS	PJL	false
HG03660	XY	SAS	PJL	true
HG03663	XY	SAS	PJL	true
HG03667	XY	SAS	PJL	true
HG03668	XX	SAS	PJL	true
HG03669	XX	SAS	PJL	false
HG03672	XY	SAS	STU	true
HG03673	XX	SAS	STU	true
HG03679	XY	SAS	STU	true
HG03680	XY	SAS	STU	true
HG03681	XY	SAS	STU	true
HG03682	XY	SAS	STU	false
HG03683	XX	SAS	STU	false
HG03684	XX	SAS	STU	true
HG03685	XY	SAS	STU	true
HG03686	XY	SAS	STU	true
HG03687	XY	SAS	STU	true
HG03688	XY	SAS	STU	false
HG03689	XX	SAS	STU	true
HG03690	XX	SAS	STU	true
HG03691	XY	SAS	STU	true
HG03692	XX	SAS	STU	true
HG03693	XY	SAS	STU	true
HG03694	XY	SAS	STU	true
HG03695	XY	SAS	STU	true
HG03696	XY	SAS	STU	true
HG03697	XY	SAS	STU	true
HG03698	XX	SAS	STU	true
HG03699	XY	SAS	PJL	false
HG03700	XX	SAS	PJL	false
HG03701	XY	SAS	PJL	false
HG03702	XY	SAS	PJL	true
HG03703	XX	SAS	PJL	true
HG03704	XX	SAS	PJL	false
HG03705	XY	SAS	PJL	true
HG03706	XX	SAS	PJL	true
HG03707	XY	SAS	PJL	false
HG03708	XY	SAS	PJL	true
HG03709	XX	SAS	PJL	true
HG03710	XY	SAS	PJL	false
HG03711	XY	SAS	STU	true
HG03713	XY	SAS	ITU	true
HG03714	XX	SAS	ITU	true
HG03716	XY	SAS	ITU	true
HG03717	XX	SAS	ITU	true
HG03718	XY	SAS	ITU	true
HG03719	XX	SAS	ITU	false
HG03720	XY	SAS	ITU	true
HG03721	XX	SAS	ITU	false
HG03722	XX	SAS	ITU	true
HG03725	XY	SAS	ITU	false
HG03727	XY	SAS	ITU	true
HG03729	XY	SAS	ITU	true
HG03730	XX	SAS	ITU	true
HG03731	XX	SAS	ITU	true
HG03732	XY	SAS	ITU	false
HG03733	XX	SAS	STU	true
HG03736	XX	SAS	STU	true
HG03738	XY	SAS	STU	true
HG03740	XY	SAS	STU	true
HG03741	XX	SAS	STU	true
HG03742	XY	SAS	ITU	true
HG03743	XY	SAS	STU	true
HG03744	XY	SAS	STU	true
HG03745	XY	SAS	STU	true
HG03746	XY	SAS	STU	true
HG03750	XY	SAS	STU	true
HG03752	XX	SAS	STU	true
HG03753	XY	SAS	STU	true
HG03754	XX	SAS	STU	true
HG03755	XY	SAS	STU	true
HG03756	XX	SAS	STU	true
HG03757	XX	SAS	STU	true
HG03760	XX	SAS	STU	true
HG03761	XY	SAS	PJL	false
HG03762	XX	SAS	PJL	true
HG03763	XY	SAS	PJL	false
HG03765	XX	SAS	PJL	true
HG03767	XY	SAS	PJL	true
HG03770	XX	SAS	ITU	true
